date,client_id,region,category,product,amount,year,month,month_label,season
2022-01-04 05:05:35.302353,1114,Japon,Maroquinerie,Bolide 27,6755.267834160275,2022,1,2022-01,Hiver
2022-01-04 06:50:42.922861,2177,Asie-Pacifique,Maroquinerie,Bolide 27,6444.89753302627,2022,1,2022-01,Hiver
2022-01-04 08:35:50.543369,309,Chine,Soie & Textiles,Herbag Zip 31,3106.102980102945,2022,1,2022-01,Hiver
2022-01-04 10:20:58.163877,1988,Europe,Maroquinerie,Kelly 28,9404.918568039506,2022,1,2022-01,Hiver
2022-01-04 12:06:05.784385,485,Europe,Maroquinerie,Herbag Zip 31,2509.3209346257413,2022,1,2022-01,Hiver
2022-01-04 13:51:13.404893,1529,Japon,Soie & Textiles,Herbag Zip 31,3051.9710319688716,2022,1,2022-01,Hiver
2022-01-04 15:36:21.025401,2840,Moyen-Orient,Maroquinerie,Picotin Lock 18,3187.5508584303,2022,1,2022-01,Hiver
2022-01-04 17:21:28.645909,283,Moyen-Orient,Maroquinerie,Picotin Lock 18,3216.3762492731685,2022,1,2022-01,Hiver
2022-01-04 19:06:36.266417,1131,Chine,Soie & Textiles,Bolide 27,5416.832005746289,2022,1,2022-01,Hiver
2022-01-04 20:51:43.886925,2203,Chine,Prêt-à-Porter,Constance 24,7765.56058790484,2022,1,2022-01,Hiver
2022-01-04 22:36:51.507433,1404,Europe,Parfums & Beauté,Evelyne III 29,2616.2699634228434,2022,1,2022-01,Hiver
2022-01-05 00:21:59.127941,2855,Europe,Soie & Textiles,Constance 24,7445.2769175333615,2022,1,2022-01,Hiver
2022-01-05 02:07:06.748449,2644,Amériques,Soie & Textiles,Evelyne III 29,2312.8312236586194,2022,1,2022-01,Hiver
2022-01-05 03:52:14.368957,870,Moyen-Orient,Maroquinerie,Evelyne III 29,2085.3463919086716,2022,1,2022-01,Hiver
2022-01-05 05:37:21.989465,1989,Autres,Maroquinerie,Herbag Zip 31,2895.759148786412,2022,1,2022-01,Hiver
2022-01-05 07:22:29.609973,261,Amériques,Maroquinerie,Kelly 28,9017.826923315328,2022,1,2022-01,Hiver
2022-01-05 09:07:37.230482,1930,Asie-Pacifique,Parfums & Beauté,Evelyne III 29,2621.9588064813142,2022,1,2022-01,Hiver
2022-01-05 10:52:44.850990,2832,Japon,Soie & Textiles,Constance 24,6746.5463781034605,2022,1,2022-01,Hiver
2022-01-05 12:37:52.471498,221,Chine,Parfums & Beauté,Bolide 27,7231.4063608242095,2022,1,2022-01,Hiver
2022-01-05 14:23:00.092006,693,Japon,Prêt-à-Porter,Constance 24,8018.738038030378,2022,1,2022-01,Hiver
2022-01-05 16:08:07.712514,2446,Japon,Maroquinerie,Picotin Lock 18,3163.50039959414,2022,1,2022-01,Hiver
2022-01-05 17:53:15.333022,714,Asie-Pacifique,Soie & Textiles,Kelly 28,10387.416089534154,2022,1,2022-01,Hiver
2022-01-05 19:38:22.953530,2845,Chine,Soie & Textiles,Bolide 27,5778.825589209777,2022,1,2022-01,Hiver
2022-01-05 21:23:30.574038,2460,Europe,Soie & Textiles,Bolide 27,5813.2270999719,2022,1,2022-01,Hiver
2022-01-05 23:08:38.194546,630,Europe,Soie & Textiles,Garden Party 36,3051.861167285994,2022,1,2022-01,Hiver
2022-01-06 00:53:45.815054,629,Autres,Joaillerie,Garden Party 36,3097.1468594769344,2022,1,2022-01,Hiver
2022-01-06 02:38:53.435562,2449,Japon,Parfums & Beauté,Bolide 27,7014.715624739691,2022,1,2022-01,Hiver
2022-01-06 04:24:01.056070,2757,Asie-Pacifique,Horlogerie,Birkin 35,9295.335488038947,2022,1,2022-01,Hiver
2022-01-06 06:09:08.676578,1730,Asie-Pacifique,Maroquinerie,Picotin Lock 18,3278.673269755337,2022,1,2022-01,Hiver
2022-01-06 07:54:16.297086,1828,Europe,Maroquinerie,Birkin 35,10620.70392910852,2022,1,2022-01,Hiver
2022-01-06 09:39:23.917594,1522,Japon,Maroquinerie,Kelly 28,10168.534295183774,2022,1,2022-01,Hiver
2022-01-06 11:24:31.538102,2222,Moyen-Orient,Maroquinerie,Herbag Zip 31,2638.1575026824326,2022,1,2022-01,Hiver
2022-01-06 13:09:39.158610,301,Japon,Soie & Textiles,Garden Party 36,3089.6470903650998,2022,1,2022-01,Hiver
2022-01-06 14:54:46.779118,2151,Autres,Prêt-à-Porter,Herbag Zip 31,2794.4881302173026,2022,1,2022-01,Hiver
2022-01-06 16:39:54.399626,2569,Chine,Soie & Textiles,Garden Party 36,2598.170553784223,2022,1,2022-01,Hiver
2022-01-06 18:25:02.020134,1029,Chine,Horlogerie,Bolide 27,5754.784104055094,2022,1,2022-01,Hiver
2022-01-06 20:10:09.640642,1865,Moyen-Orient,Horlogerie,Garden Party 36,2337.8409694431016,2022,1,2022-01,Hiver
2022-01-06 21:55:17.261150,1625,Asie-Pacifique,Maroquinerie,Birkin 35,10173.190702769434,2022,1,2022-01,Hiver
2022-01-06 23:40:24.881658,2226,Autres,Horlogerie,Herbag Zip 31,2629.506315540033,2022,1,2022-01,Hiver
2022-01-07 01:25:32.502166,1820,Amériques,Soie & Textiles,Constance 24,8399.096478559424,2022,1,2022-01,Hiver
2022-01-07 03:10:40.122674,27,Moyen-Orient,Soie & Textiles,Birkin 35,11608.573494910694,2022,1,2022-01,Hiver
2022-01-07 04:55:47.743182,1902,Asie-Pacifique,Parfums & Beauté,Herbag Zip 31,3228.848986386593,2022,1,2022-01,Hiver
2022-01-07 06:40:55.363690,1711,Asie-Pacifique,Maroquinerie,Garden Party 36,2336.599184433933,2022,1,2022-01,Hiver
2022-01-07 08:26:02.984198,378,Japon,Horlogerie,Picotin Lock 18,2995.916130237114,2022,1,2022-01,Hiver
2022-01-07 10:11:10.604706,97,Europe,Prêt-à-Porter,Picotin Lock 18,2670.7434316163617,2022,1,2022-01,Hiver
2022-01-07 11:56:18.225215,2726,Moyen-Orient,Horlogerie,Evelyne III 29,2357.160852201691,2022,1,2022-01,Hiver
2022-01-07 13:41:25.845723,1160,Japon,Joaillerie,Herbag Zip 31,3300.3487784047907,2022,1,2022-01,Hiver
2022-01-07 15:26:33.466231,388,Japon,Soie & Textiles,Birkin 35,10480.859390547612,2022,1,2022-01,Hiver
2022-01-07 17:11:41.086739,1904,Japon,Maroquinerie,Bolide 27,7083.220750670748,2022,1,2022-01,Hiver
2022-01-07 18:56:48.707247,164,Japon,Maroquinerie,Evelyne III 29,2667.491500032435,2022,1,2022-01,Hiver
2022-01-07 20:41:56.327755,1899,Japon,Maroquinerie,Evelyne III 29,2166.778563010583,2022,1,2022-01,Hiver
2022-01-07 22:27:03.948263,1439,Chine,Maroquinerie,Birkin 35,9194.738046996492,2022,1,2022-01,Hiver
2022-01-08 00:12:11.568771,945,Moyen-Orient,Parfums & Beauté,Evelyne III 29,2520.7375239206276,2022,1,2022-01,Hiver
2022-01-08 01:57:19.189279,681,Japon,Maroquinerie,Kelly 28,9529.53220437992,2022,1,2022-01,Hiver
2022-01-08 03:42:26.809787,1002,Amériques,Joaillerie,Birkin 35,10284.445553068419,2022,1,2022-01,Hiver
2022-01-08 05:27:34.430295,1160,Chine,Prêt-à-Porter,Evelyne III 29,2258.3102412467306,2022,1,2022-01,Hiver
2022-01-08 07:12:42.050803,158,Chine,Maroquinerie,Evelyne III 29,2056.0908173346147,2022,1,2022-01,Hiver
2022-01-08 08:57:49.671311,2446,Europe,Soie & Textiles,Birkin 35,11978.59439832276,2022,1,2022-01,Hiver
2022-01-08 10:42:57.291819,813,Amériques,Soie & Textiles,Garden Party 36,2531.363781212379,2022,1,2022-01,Hiver
2022-01-08 12:28:04.912327,1763,Chine,Soie & Textiles,Bolide 27,5599.394681020186,2022,1,2022-01,Hiver
2022-01-08 14:13:12.532835,1390,Moyen-Orient,Soie & Textiles,Evelyne III 29,2548.933396837869,2022,1,2022-01,Hiver
2022-01-08 15:58:20.153343,1326,Chine,Maroquinerie,Bolide 27,6340.716531785007,2022,1,2022-01,Hiver
2022-01-08 17:43:27.773851,2397,Chine,Prêt-à-Porter,Bolide 27,6871.571315549087,2022,1,2022-01,Hiver
2022-01-08 19:28:35.394359,2832,Chine,Soie & Textiles,Constance 24,8784.155569222503,2022,1,2022-01,Hiver
2022-01-08 21:13:43.014867,394,Chine,Parfums & Beauté,Garden Party 36,2646.649334859706,2022,1,2022-01,Hiver
2022-01-08 22:58:50.635375,1348,Asie-Pacifique,Parfums & Beauté,Constance 24,6791.301334437645,2022,1,2022-01,Hiver
2022-01-09 00:43:58.255883,2098,Moyen-Orient,Maroquinerie,Garden Party 36,2540.5618436645327,2022,1,2022-01,Hiver
2022-01-09 02:29:05.876391,1348,Amériques,Maroquinerie,Herbag Zip 31,2543.7384762924667,2022,1,2022-01,Hiver
2022-01-09 04:14:13.496899,1538,Chine,Prêt-à-Porter,Garden Party 36,2454.8896138257,2022,1,2022-01,Hiver
2022-01-09 05:59:21.117407,843,Europe,Joaillerie,Kelly 28,10283.375101500736,2022,1,2022-01,Hiver
2022-01-09 07:44:28.737915,1487,Japon,Soie & Textiles,Evelyne III 29,2663.146521664981,2022,1,2022-01,Hiver
2022-01-09 09:29:36.358423,1783,Autres,Maroquinerie,Bolide 27,6707.275986639317,2022,1,2022-01,Hiver
2022-01-09 11:14:43.978931,2549,Europe,Maroquinerie,Herbag Zip 31,3144.0898755962885,2022,1,2022-01,Hiver
2022-01-09 12:59:51.599439,1751,Asie-Pacifique,Maroquinerie,Bolide 27,6811.551726705306,2022,1,2022-01,Hiver
2022-01-09 14:44:59.219947,2790,Japon,Maroquinerie,Constance 24,6953.29831031284,2022,1,2022-01,Hiver
2022-01-09 16:30:06.840456,1778,Europe,Soie & Textiles,Garden Party 36,2370.89852260183,2022,1,2022-01,Hiver
2022-01-09 18:15:14.460964,2014,Japon,Prêt-à-Porter,Garden Party 36,2906.973500290378,2022,1,2022-01,Hiver
2022-01-09 20:00:22.081472,2236,Chine,Maroquinerie,Constance 24,6751.193982926665,2022,1,2022-01,Hiver
2022-01-09 21:45:29.701980,946,Asie-Pacifique,Maroquinerie,Herbag Zip 31,3214.5819933698654,2022,1,2022-01,Hiver
2022-01-09 23:30:37.322488,2177,Europe,Maroquinerie,Kelly 28,9563.400583773446,2022,1,2022-01,Hiver
2022-01-10 01:15:44.942996,2145,Asie-Pacifique,Horlogerie,Constance 24,6930.144667257097,2022,1,2022-01,Hiver
2022-01-10 03:00:52.563504,365,Chine,Soie & Textiles,Kelly 28,9753.734860755585,2022,1,2022-01,Hiver
2022-01-10 04:46:00.184012,2549,Autres,Joaillerie,Herbag Zip 31,3033.398801888786,2022,1,2022-01,Hiver
2022-01-10 06:31:07.804520,1189,Chine,Soie & Textiles,Kelly 28,8963.456918883621,2022,1,2022-01,Hiver
2022-01-10 08:16:15.425028,919,Moyen-Orient,Maroquinerie,Picotin Lock 18,3434.4989402519755,2022,1,2022-01,Hiver
2022-01-10 10:01:23.045536,2225,Asie-Pacifique,Maroquinerie,Kelly 28,8763.219451480092,2022,1,2022-01,Hiver
2022-01-10 11:46:30.666044,629,Autres,Prêt-à-Porter,Picotin Lock 18,3020.7749544391363,2022,1,2022-01,Hiver
2022-01-10 13:31:38.286552,1746,Japon,Soie & Textiles,Evelyne III 29,2490.438331823359,2022,1,2022-01,Hiver
2022-01-10 15:16:45.907060,970,Asie-Pacifique,Prêt-à-Porter,Birkin 35,11593.677679899534,2022,1,2022-01,Hiver
2022-01-10 17:01:53.527568,273,Europe,Parfums & Beauté,Kelly 28,8676.51498402942,2022,1,2022-01,Hiver
2022-01-10 18:47:01.148076,2447,Chine,Prêt-à-Porter,Constance 24,6702.67681612719,2022,1,2022-01,Hiver
2022-01-10 20:32:08.768584,1587,Japon,Maroquinerie,Picotin Lock 18,2831.126843959363,2022,1,2022-01,Hiver
2022-01-10 22:17:16.389092,2459,Chine,Parfums & Beauté,Herbag Zip 31,2730.8116712426113,2022,1,2022-01,Hiver
2022-01-11 00:02:24.009600,2825,Autres,Soie & Textiles,Herbag Zip 31,3296.8207778082538,2022,1,2022-01,Hiver
2022-01-11 01:47:31.630108,1088,Chine,Maroquinerie,Birkin 35,12051.490322742033,2022,1,2022-01,Hiver
2022-01-11 03:32:39.250616,2389,Amériques,Soie & Textiles,Evelyne III 29,2465.092453136951,2022,1,2022-01,Hiver
2022-01-11 05:17:46.871124,1253,Amériques,Prêt-à-Porter,Birkin 35,11455.565271676252,2022,1,2022-01,Hiver
2022-01-11 07:02:54.491632,505,Japon,Maroquinerie,Kelly 28,9647.501588375208,2022,1,2022-01,Hiver
2022-01-11 08:48:02.112140,861,Amériques,Maroquinerie,Constance 24,8495.623818903512,2022,1,2022-01,Hiver
2022-01-11 10:33:09.732648,2785,Chine,Maroquinerie,Kelly 28,8893.335104553302,2022,1,2022-01,Hiver
2022-01-11 12:18:17.353156,629,Japon,Maroquinerie,Garden Party 36,2782.1145769590103,2022,1,2022-01,Hiver
2022-01-11 14:03:24.973664,250,Europe,Maroquinerie,Bolide 27,6695.325882770905,2022,1,2022-01,Hiver
2022-01-11 15:48:32.594172,512,Autres,Maroquinerie,Birkin 35,10676.618252332206,2022,1,2022-01,Hiver
2022-01-11 17:33:40.214680,345,Asie-Pacifique,Maroquinerie,Garden Party 36,2968.1048530604476,2022,1,2022-01,Hiver
2022-01-11 19:18:47.835189,547,Autres,Maroquinerie,Garden Party 36,3099.7340920023494,2022,1,2022-01,Hiver
2022-01-11 21:03:55.455697,556,Chine,Horlogerie,Picotin Lock 18,3289.7086213811117,2022,1,2022-01,Hiver
2022-01-11 22:49:03.076205,987,Europe,Maroquinerie,Herbag Zip 31,2564.5518576357345,2022,1,2022-01,Hiver
2022-01-12 00:34:10.696713,2920,Chine,Maroquinerie,Garden Party 36,2834.4065578285267,2022,1,2022-01,Hiver
2022-01-12 02:19:18.317221,460,Chine,Maroquinerie,Birkin 35,11413.514487287539,2022,1,2022-01,Hiver
2022-01-12 04:04:25.937729,1131,Europe,Parfums & Beauté,Birkin 35,10077.82561661811,2022,1,2022-01,Hiver
2022-01-12 05:49:33.558237,2934,Amériques,Maroquinerie,Bolide 27,6028.6748241989735,2022,1,2022-01,Hiver
2022-01-12 07:34:41.178745,2789,Europe,Maroquinerie,Bolide 27,6551.492498448397,2022,1,2022-01,Hiver
2022-01-12 09:19:48.799253,2812,Japon,Maroquinerie,Bolide 27,6764.981976981262,2022,1,2022-01,Hiver
2022-01-12 11:04:56.419761,2536,Moyen-Orient,Joaillerie,Constance 24,8712.557960726022,2022,1,2022-01,Hiver
2022-01-12 12:50:04.040269,2550,Amériques,Soie & Textiles,Kelly 28,10042.018861738234,2022,1,2022-01,Hiver
2022-01-12 14:35:11.660777,1449,Europe,Maroquinerie,Constance 24,6978.261753277839,2022,1,2022-01,Hiver
2022-01-12 16:20:19.281285,921,Europe,Maroquinerie,Constance 24,7481.813238820573,2022,1,2022-01,Hiver
2022-01-12 18:05:26.901793,2097,Japon,Maroquinerie,Herbag Zip 31,2629.8956582057567,2022,1,2022-01,Hiver
2022-01-12 19:50:34.522301,60,Chine,Maroquinerie,Kelly 28,10026.433782210122,2022,1,2022-01,Hiver
2022-01-12 21:35:42.142809,577,Amériques,Parfums & Beauté,Birkin 35,10023.49231685649,2022,1,2022-01,Hiver
2022-01-12 23:20:49.763317,1795,Europe,Soie & Textiles,Picotin Lock 18,2781.4620798752103,2022,1,2022-01,Hiver
2022-01-13 01:05:57.383825,349,Asie-Pacifique,Prêt-à-Porter,Herbag Zip 31,2583.564829107037,2022,1,2022-01,Hiver
2022-01-13 02:51:05.004333,2446,Asie-Pacifique,Maroquinerie,Bolide 27,5632.62556984434,2022,1,2022-01,Hiver
2022-01-13 04:36:12.624841,1965,Amériques,Soie & Textiles,Bolide 27,5886.037339431258,2022,1,2022-01,Hiver
2022-01-13 06:21:20.245349,674,Europe,Maroquinerie,Bolide 27,6908.751155696827,2022,1,2022-01,Hiver
2022-01-13 08:06:27.865857,1494,Chine,Maroquinerie,Garden Party 36,2527.7942179250845,2022,1,2022-01,Hiver
2022-01-13 09:51:35.486365,676,Asie-Pacifique,Prêt-à-Porter,Bolide 27,5951.473537400158,2022,1,2022-01,Hiver
2022-01-13 11:36:43.106873,2063,Japon,Maroquinerie,Picotin Lock 18,3493.7374001573785,2022,1,2022-01,Hiver
2022-01-13 13:21:50.727381,2597,Europe,Prêt-à-Porter,Garden Party 36,2696.190184014056,2022,1,2022-01,Hiver
2022-01-13 15:06:58.347889,138,Chine,Horlogerie,Bolide 27,6386.103687822839,2022,1,2022-01,Hiver
2022-01-13 16:52:05.968397,818,Chine,Maroquinerie,Kelly 28,7920.152990020935,2022,1,2022-01,Hiver
2022-01-13 18:37:13.588905,2979,Asie-Pacifique,Horlogerie,Kelly 28,8141.849447561765,2022,1,2022-01,Hiver
2022-01-13 20:22:21.209413,1582,Europe,Maroquinerie,Constance 24,8404.874249359305,2022,1,2022-01,Hiver
2022-01-13 22:07:28.829921,2666,Japon,Maroquinerie,Evelyne III 29,2234.223461093078,2022,1,2022-01,Hiver
2022-01-13 23:52:36.450430,81,Japon,Prêt-à-Porter,Evelyne III 29,2104.461679331644,2022,1,2022-01,Hiver
2022-01-14 01:37:44.070938,303,Amériques,Soie & Textiles,Kelly 28,9110.06247250597,2022,1,2022-01,Hiver
2022-01-14 03:22:51.691446,1298,Moyen-Orient,Maroquinerie,Garden Party 36,2369.2401106885613,2022,1,2022-01,Hiver
2022-01-14 05:07:59.311954,2457,Moyen-Orient,Parfums & Beauté,Evelyne III 29,2499.4359559661066,2022,1,2022-01,Hiver
2022-01-14 06:53:06.932462,1955,Japon,Joaillerie,Picotin Lock 18,2740.7160914737856,2022,1,2022-01,Hiver
2022-01-14 08:38:14.552970,2768,Chine,Maroquinerie,Herbag Zip 31,2547.093805986607,2022,1,2022-01,Hiver
2022-01-14 10:23:22.173478,1843,Japon,Horlogerie,Picotin Lock 18,3060.087467354786,2022,1,2022-01,Hiver
2022-01-14 12:08:29.793986,2413,Amériques,Soie & Textiles,Picotin Lock 18,3217.5334889831815,2022,1,2022-01,Hiver
2022-01-14 13:53:37.414494,2289,Japon,Horlogerie,Evelyne III 29,2537.9016396235043,2022,1,2022-01,Hiver
2022-01-14 15:38:45.035002,2137,Amériques,Maroquinerie,Herbag Zip 31,2561.2803990560046,2022,1,2022-01,Hiver
2022-01-14 17:23:52.655510,1296,Chine,Parfums & Beauté,Picotin Lock 18,2980.2407895110737,2022,1,2022-01,Hiver
2022-01-14 19:09:00.276018,1513,Amériques,Maroquinerie,Constance 24,7294.791485313079,2022,1,2022-01,Hiver
2022-01-14 20:54:07.896526,245,Chine,Horlogerie,Evelyne III 29,2523.69307881676,2022,1,2022-01,Hiver
2022-01-14 22:39:15.517034,1804,Asie-Pacifique,Prêt-à-Porter,Picotin Lock 18,3012.794429024526,2022,1,2022-01,Hiver
2022-01-15 00:24:23.137542,2619,Europe,Maroquinerie,Garden Party 36,2848.9074269730313,2022,1,2022-01,Hiver
2022-01-15 02:09:30.758050,1097,Amériques,Maroquinerie,Bolide 27,6348.940051293391,2022,1,2022-01,Hiver
2022-01-15 03:54:38.378558,2672,Chine,Parfums & Beauté,Bolide 27,6502.336903053692,2022,1,2022-01,Hiver
2022-01-15 05:39:45.999066,211,Europe,Prêt-à-Porter,Constance 24,7523.053073488226,2022,1,2022-01,Hiver
2022-01-15 07:24:53.619574,534,Amériques,Maroquinerie,Herbag Zip 31,2709.701805150136,2022,1,2022-01,Hiver
2022-01-15 09:10:01.240082,941,Europe,Soie & Textiles,Constance 24,6803.692159815643,2022,1,2022-01,Hiver
2022-01-15 10:55:08.860590,1266,Asie-Pacifique,Parfums & Beauté,Evelyne III 29,2121.3453297385813,2022,1,2022-01,Hiver
2022-01-15 12:40:16.481098,12,Amériques,Maroquinerie,Constance 24,7069.1079913128915,2022,1,2022-01,Hiver
2022-01-15 14:25:24.101606,2002,Amériques,Maroquinerie,Kelly 28,10523.248929075671,2022,1,2022-01,Hiver
2022-01-15 16:10:31.722114,517,Europe,Horlogerie,Constance 24,8867.6553861245,2022,1,2022-01,Hiver
2022-01-15 17:55:39.342622,794,Japon,Maroquinerie,Garden Party 36,2542.6704941695602,2022,1,2022-01,Hiver
2022-01-15 19:40:46.963130,347,Amériques,Maroquinerie,Herbag Zip 31,2591.865039893173,2022,1,2022-01,Hiver
2022-01-15 21:25:54.583638,2068,Japon,Maroquinerie,Evelyne III 29,2197.7166315223644,2022,1,2022-01,Hiver
2022-01-15 23:11:02.204146,1725,Amériques,Horlogerie,Evelyne III 29,2560.8659694976636,2022,1,2022-01,Hiver
2022-01-16 00:56:09.824654,2184,Japon,Maroquinerie,Picotin Lock 18,3484.398648574018,2022,1,2022-01,Hiver
2022-01-16 02:41:17.445163,446,Chine,Prêt-à-Porter,Herbag Zip 31,2940.618823859951,2022,1,2022-01,Hiver
2022-01-16 04:26:25.065671,1872,Chine,Horlogerie,Kelly 28,9420.921976029644,2022,1,2022-01,Hiver
2022-01-16 06:11:32.686179,1986,Chine,Maroquinerie,Picotin Lock 18,3096.7767353187405,2022,1,2022-01,Hiver
2022-01-16 07:56:40.306687,173,Europe,Parfums & Beauté,Birkin 35,9753.022806844783,2022,1,2022-01,Hiver
2022-01-16 09:41:47.927195,2753,Asie-Pacifique,Maroquinerie,Kelly 28,8051.551947160541,2022,1,2022-01,Hiver
2022-01-16 11:26:55.547703,2565,Asie-Pacifique,Prêt-à-Porter,Herbag Zip 31,3046.7065018939297,2022,1,2022-01,Hiver
2022-01-16 13:12:03.168211,159,Chine,Maroquinerie,Garden Party 36,2989.555697980038,2022,1,2022-01,Hiver
2022-01-16 14:57:10.788719,1815,Autres,Prêt-à-Porter,Kelly 28,10005.226337220949,2022,1,2022-01,Hiver
2022-01-16 16:42:18.409227,1429,Japon,Maroquinerie,Constance 24,8780.441275500236,2022,1,2022-01,Hiver
2022-01-16 18:27:26.029735,2560,Moyen-Orient,Maroquinerie,Kelly 28,10184.796524270243,2022,1,2022-01,Hiver
